id,name,system
336916768,haskellPackages.rdtsc,aarch64-darwin
336916769,haskellPackages.rdtsc,aarch64-linux
336917690,haskellPackages.sdl2-cairo,aarch64-darwin
337677211,haskellPackages.sdl2-mixer,aarch64-linux
337677212,haskellPackages.sdl2-mixer,x86_64-linux
336917726,haskellPackages.select,aarch64-darwin
336918074,haskellPackages.sha256,aarch64-darwin
336918253,haskellPackages.simdutf,aarch64-linux
336918590,haskellPackages.socket,aarch64-darwin
336919047,haskellPackages.store,aarch64-darwin
336919491,haskellPackages.system-linux-proc,aarch64-darwin
336919579,haskellPackages.tailfile-hinotify,aarch64-darwin
336919834,haskellPackages.termbox-bindings-c,aarch64-darwin
336920315,haskellPackages.timeout-snooze,aarch64-darwin
336920606,haskellPackages.trexio-hs,aarch64-darwin
336921543,haskellPackages.vulkan-utils,x86_64-linux
336921641,haskellPackages.wai-middleware-metrics,aarch64-darwin
336922089,haskellPackages.xgboost-haskell,x86_64-linux
336922107,haskellPackages.xls,aarch64-darwin
336922170,haskellPackages.xmonad-utils,aarch64-darwin
336922557,haskellPackages.zlib-bytes,aarch64-darwin
336922578,haskellPackages.zot,aarch64-darwin
336922744,hdate,aarch64-darwin
336922887,hekatomb,aarch64-darwin
336922890,hekatomb,aarch64-linux
336922891,hekatomb,x86_64-linux
336923005,hexagonrpc,aarch64-darwin
336923076,hgrep,aarch64-linux
338472617,hime,aarch64-linux
338472619,hime,x86_64-linux
338224920,home-assistant-custom-components.gtfs-realtime,x86_64-linux
338224939,home-assistant-custom-components.mypyllant,x86_64-linux
338224971,home-assistant-custom-components.yoto_ha,x86_64-linux
336923824,hsd,aarch64-darwin
336923956,httpstat,aarch64-darwin
336923957,httpstat,aarch64-linux
336923958,httpstat,x86_64-linux
337436901,hunk,aarch64-darwin
336924541,hyper8,aarch64-linux
336924542,hyper8,x86_64-linux
336925110,hyprproxlock,aarch64-darwin
336925356,icesprog,aarch64-darwin
336925429,iconpack-jade,aarch64-linux
336925431,iconpack-jade,x86_64-linux
336925496,id3,aarch64-darwin
336925603,idrisPackages.eternal,aarch64-darwin
336925697,idrisPackages.mhd,aarch64-darwin
336925698,idrisPackages.pacman,aarch64-darwin
336925937,imageworsener,aarch64-darwin
336925938,imageworsener,aarch64-linux
336925939,imageworsener,x86_64-linux
336926002,imgbrd-grabber,aarch64-darwin
336925994,imgp,aarch64-darwin
336925995,imgp,aarch64-linux
336925996,imgp,x86_64-linux
336926210,indilib,aarch64-darwin
336927072,input-leap,aarch64-darwin
336926390,inspircd,aarch64-darwin
336926420,intel-graphics-compiler,aarch64-linux
336926430,intelli-shell,aarch64-darwin
338428292,intensity-normalization,aarch64-darwin
338428289,intensity-normalization,aarch64-linux
338428288,intensity-normalization,x86_64-linux
336926511,invoice2data,aarch64-darwin
336926510,invoice2data,aarch64-linux
336926514,invoice2data,x86_64-linux
336927055,j2lint,aarch64-darwin
336927056,j2lint,aarch64-linux
336927057,j2lint,x86_64-linux
336927173,jarl,aarch64-darwin
337988847,jaspr_cli,aarch64-linux
337988848,jaspr_cli,x86_64-linux
336927193,jasterix,aarch64-darwin
336927335,jbofihe,aarch64-darwin
338428309,jenkins-job-builder,aarch64-linux
338428316,jenkins-job-builder,x86_64-linux
336927507,jetuml,aarch64-darwin
337983152,jj-pre-push,aarch64-darwin
336927676,jogger,aarch64-linux
336927680,jogger,x86_64-linux
336927679,jogl,aarch64-darwin
336927771,jpegli,aarch64-linux
338472648,jtdx,aarch64-darwin
336928070,julia_110,aarch64-darwin
336928078,julia_111,aarch64-darwin
336928117,junkie,aarch64-darwin
338349665,kaminpar,aarch64-darwin
336928409,kanagawa-icon-theme,aarch64-darwin
336928423,kanban,aarch64-darwin
336928550,katvan,aarch64-darwin
338428397,kdePackages.calligra,aarch64-linux
338428410,kdePackages.calligra,x86_64-linux
338428525,kdePackages.kdev-python,aarch64-linux
338428579,kdePackages.kdev-python,x86_64-linux
337983294,kdePackages.mlt,aarch64-darwin
336929558,kdePackages.qtconnectivity,aarch64-darwin
337983307,kdePackages.qtkeychain,aarch64-darwin
336929601,kdePackages.qtpositioning,aarch64-darwin
336929678,kdePackages.qtwebview,aarch64-darwin
337885516,keepassxc,aarch64-darwin
336929824,keeperrl,x86_64-linux
336929961,kgt,aarch64-darwin
338225059,kilo,aarch64-darwin
338225073,kilo,aarch64-linux
338225085,kilo,x86_64-linux
336930406,kodiPackages.plex-for-kodi,aarch64-darwin
336930609,kore,aarch64-darwin
336930710,krillinai,aarch64-darwin
336930812,kube-hunter,aarch64-darwin
336930814,kube-hunter,aarch64-linux
336930808,kube-hunter,x86_64-linux
336930883,kubectl-kcl,aarch64-darwin
336930884,kubectl-kcl,aarch64-linux
336930885,kubectl-kcl,x86_64-linux
336931102,kuro,aarch64-darwin
336931216,ladybugdb,aarch64-darwin
337487364,lagrange-tui,aarch64-darwin
337487367,lagrange,aarch64-darwin
336931264,landrun,aarch64-linux
336931403,lanraragi,aarch64-darwin
336931465,lcm,aarch64-darwin
336931561,lean,aarch64-darwin
336931563,lean3,aarch64-darwin
338349705,ledfx,aarch64-darwin
336931743,leo-lang,aarch64-darwin
336931772,lerna_6,aarch64-linux
336931784,lesscpy,aarch64-darwin
336931785,lesscpy,aarch64-linux
336931786,lesscpy,x86_64-linux
337731304,libadwaita,aarch64-darwin
336932117,libcardiacarrest,aarch64-darwin
338429052,libceph,aarch64-linux
338429037,libceph,x86_64-linux
336932226,libcork,aarch64-darwin
336932290,libcue-lang,aarch64-darwin
336932301,libcutl,aarch64-darwin
336932341,libdbusmenu-gtk2,aarch64-darwin
336932388,libdjinterop,aarch64-darwin
337677675,libe-book,aarch64-darwin
336932465,libeconf,aarch64-darwin
336932524,libesmtp,aarch64-darwin
336932558,libexecinfo,aarch64-darwin
336932654,libfsm,aarch64-darwin
336932913,libigloo,aarch64-darwin
336932944,libinjection,aarch64-darwin
336933011,libixion,aarch64-darwin
338225112,libkiwix,aarch64-darwin
336933088,liblastfm-vambrose,aarch64-darwin
336933096,liblbfgs,aarch64-darwin
336933410,libnixxml,aarch64-darwin
336933525,libopensmtpd,aarch64-darwin
336933642,libpisp,aarch64-darwin
336933647,libpkgmanifest,aarch64-darwin
336933750,libpulsar,aarch64-darwin
337389609,libresprite,aarch64-darwin
336934167,libsForQt5.libcommuni,aarch64-darwin
336934227,libsForQt5.qoauth,aarch64-darwin
336934243,libsForQt5.qtconnectivity,aarch64-darwin
336934261,libsForQt5.qtgamepad,aarch64-darwin
337983375,libsForQt5.qtkeychain,aarch64-darwin
336934282,libsForQt5.qtlocation,aarch64-darwin
336934286,libsForQt5.qtmpris,aarch64-darwin
336934288,libsForQt5.qtmpris,aarch64-linux
336934287,libsForQt5.qtmpris,x86_64-linux
336934301,libsForQt5.qtpositioning,aarch64-darwin
336934302,libsForQt5.qtpurchasing,aarch64-darwin
336934334,libsForQt5.qtspeech,aarch64-darwin
336934557,libspf2,aarch64-darwin
336934625,libtapi,aarch64-linux
336934723,libtorrent-rasterbar-1_2_x,aarch64-linux
336934899,libtorrent-rasterbar-1_2_x,x86_64-linux
336934755,libucontext,aarch64-linux
336934774,libui-ng,aarch64-darwin
336934771,libui,aarch64-darwin
336935248,lice,aarch64-darwin
336935247,lice,aarch64-linux
336935249,lice,x86_64-linux
337983401,lidarr,aarch64-darwin
336935586,linuxKernel.packages.linux_5_10.acer-wmi-battery,aarch64-linux
336935588,linuxKernel.packages.linux_5_10.ax99100,aarch64-linux
336935804,linuxKernel.packages.linux_5_10.it87,x86_64-linux
336935660,linuxKernel.packages.linux_5_10.mbp2018-bridge-drv,aarch64-linux
336935661,linuxKernel.packages.linux_5_10.mbp2018-bridge-drv,x86_64-linux
336935807,linuxKernel.packages.linux_5_10.nvidia_x11_beta_open,aarch64-linux
336935680,linuxKernel.packages.linux_5_10.nvidia_x11_beta_open,x86_64-linux
336935687,linuxKernel.packages.linux_5_10.nvidia_x11_vulkan_beta_open,aarch64-linux
336935686,linuxKernel.packages.linux_5_10.nvidia_x11_vulkan_beta_open,x86_64-linux
336935714,linuxKernel.packages.linux_5_10.rtl8188eus-aircrack,aarch64-linux
336935715,linuxKernel.packages.linux_5_10.rtl8188eus-aircrack,x86_64-linux
336935764,linuxKernel.packages.linux_5_10.tbs,aarch64-linux
336935760,linuxKernel.packages.linux_5_10.tsme-test,aarch64-linux
336935775,linuxKernel.packages.linux_5_10.tuxedo-drivers,x86_64-linux
336935771,linuxKernel.packages.linux_5_10.universal-pidff,aarch64-linux
336935772,linuxKernel.packages.linux_5_10.universal-pidff,x86_64-linux
338429156,linuxKernel.packages.linux_5_10.virtualboxGuestAdditions,aarch64-linux
338225133,linuxKernel.packages.linux_5_10.xpadneo,aarch64-linux
